Corpus,Amount,Duplicates
36595669,2,36595669 34959965
45707508,2,196890616 45707508
39788267,2,138725874 39788267
37085906,2,47573392 37085906
42574937,2,42574937 72483661
55062901,2,116811066 55062901
107938841,2,107938841 116693069
195110209,2,195110209 195164978
44261268,2,38256012 44261268
26083460,2,45565577 26083460
128625480,2,128625480 132857283
15721976,2,15721976 18565869
8156894,2,197200781 8156894
143662299,2,46073513 143662299
18762588,2,21718348 18762588
112797461,2,39422768 112797461
27194328,2,27194328 196716962
120158014,2,197456698 120158014
200187491,2,200187491 200822879
27312960,2,27312960 6615249
125094161,2,125094161 125937948
28851039,2,17844011 28851039
8725879,2,6994578 8725879
52058460,2,80718048 52058460
97619207,2,15629234 97619207
45158141,2,196406029 45158141
70533158,2,6017717 70533158
208239608,2,208239608 72979214
99539918,2,110505371 99539918
201438912,2,201438912 168910462
195838218,2,110140232 195838218
197316605,2,196696691 197316605
18560520,2,18560520 17564076
54432721,2,54432721 21597011
197510741,2,102354024 197510741
191537608,2,191537608 201777636
121229863,2,195203008 121229863
1746355,2,1746355 72011380
32314851,2,32314851 196924756
54489860,2,868832 54489860
149308285,2,152249380 149308285
10875416,2,10875416 25832105
23948975,2,45390247 23948975
197185234,2,197185234 93590283
196689112,2,196689112 12134300
195115779,2,195115779 195128779
86715149,2,53287560 86715149
196980260,2,196980260 93591551
209269424,2,209269424 23962485
208289249,2,208289249 13713434
47470045,7,208785677 208789136 215676017 215714642 215655311 90610212 47470045
81893018,2,81893018 80262503
144802946,2,144802946 147569643
195858422,2,195858422 61924951
67868871,2,70169987 67868871
18269387,2,84955651 18269387
122599037,2,186233765 122599037
85939536,2,85939536 7695775
9685339,2,71951906 9685339
82686459,2,82686459 19436372
36927991,2,195645207 36927991
97350745,2,97350745 197063521
52009699,2,52009699 820207
32994323,2,31114778 32994323
24313322,2,24313322 197250435
121521271,2,96715664 121521271
198850005,2,108396848 198850005
13953884,2,13953884 206965004
32759993,2,32759993 28416437
95197089,2,95197089 196992749
41302017,2,41302017 23373291
108425546,2,195864042 108425546
95465658,2,95465658 197334763
74499074,2,74499074 36223876
31777141,2,45221819 31777141
6835642,2,6835642 8448879
16842639,2,80238484 16842639
38373550,2,33134432 38373550
125976809,2,17022424 125976809
150497842,2,155300506 150497842
164033712,2,164033712 160952250
72230513,2,72230513 960730
71304210,2,71304210 84201899
141910659,3,211192546 141910659 210814911
196719629,2,197185140 196719629
27675433,2,27675433 6153937
28075507,2,28075507 196916415
107721180,2,107721180 110876503
62360433,2,43968576 62360433
197328016,2,197328016 196750504
8845988,2,15073896 8845988
15523486,2,195701995 15523486
57444131,2,137210512 57444131
210997303,2,211122361 210997303
73258414,2,1787749 73258414
188227889,2,188227889 159138770
71646389,2,71646389 23382
4967122,2,4967122 203799907
157170459,2,157170459 64263943
67315696,2,67315696 86654134
1779159,2,62707024 1779159
56747034,2,56747034 1659254
33892693,2,33892693 43903733
6220254,2,6220254 31191326
110159062,2,109401715 110159062
155078441,2,155078441 146832983
33220778,2,110127289 33220778
116605797,2,52129561 116605797
114760251,2,109745634 114760251
15454084,2,85654082 15454084
155012300,2,155012300 155906647
5475160,2,5475160 71625216
41400350,2,125017157 41400350
1252238,2,1252238 38860206
74070014,2,5396018 74070014
42613714,2,197494409 42613714
74246820,2,74246820 77037324
14085381,2,14085381 121079574
42397802,2,201890416 42397802
7527533,2,26993617 7527533
197230928,2,197230928 20149645
196539851,2,81140225 196539851
43023485,2,43023485 208067503
41800878,2,54467283 41800878
136423657,2,136423657 137128497
82735211,2,110511882 82735211
84811479,2,34699677 84811479
58672632,2,58672632 203029510
39304984,2,39304984 84230209
204123987,2,204123987 204157383
8671489,2,8671489 195913111
74454388,2,74454388 10342148
166625326,2,168482214 166625326
4675385,2,4675385 203144764
104238273,2,95808833 104238273
73969978,2,73969978 20831902
47553360,2,47553360 44082461
207106948,2,207106948 8186751
24112162,2,24112162 4452853
162385529,2,161838304 162385529
57069402,2,5439626 57069402
95517174,2,95517174 122062111
53872590,2,53872590 3676510
195908527,2,12689031 195908527
72048431,2,36937182 72048431
46764999,2,46764999 137586111
118785163,2,96598882 118785163
43672356,2,71618844 43672356
124715523,2,124715523 199668587
85588079,2,198121027 85588079
152597736,2,152597736 157399283
71423386,2,133535818 71423386
189909210,2,189909210 32560579
81727048,2,81727048 191562148
86874928,2,86874928 85579432
90959446,2,90959446 54627255
197128268,2,96241737 197128268
197129096,2,197129096 196751031
55847141,2,15362904 55847141
162384228,2,162384228 150042927
169835567,2,78922317 169835567
196893415,2,95157890 196893415
62128668,2,195711402 62128668
196787252,2,197113283 196787252
18507854,2,62659909 18507854
5386038,2,39926453 5386038
122620933,2,209922412 122620933
203725847,2,45437068 203725847
58936265,2,58936265 146349948
12099047,2,209143218 12099047
147420665,2,146935848 147420665
197195424,2,197195424 18469597
31047012,2,31047012 209344766
34053317,2,43086728 34053317
8073790,2,205007590 8073790
108841303,2,201971201 108841303
84208570,2,84208570 31283354
73506488,2,73506488 198278477
134040897,2,134040897 203153789
22592836,2,35004744 22592836
196387992,2,196387992 22780478
88924471,2,33481406 88924471
196630867,2,196630867 5175686
99345033,2,99345033 104167748
201466349,2,169504474 201466349
34324571,2,34324571 33355775
71987594,2,71987594 2057543
14186463,3,29741258 17396109 14186463
96968249,2,96968249 102954403
73469447,2,73490959 73469447
36951513,2,36951513 147424393
150511932,2,150511932 189868759
69678448,2,69678448 154663487
39336751,2,29947859 39336751
61649273,2,61649273 122866070
38398114,2,38398114 11728243
156573562,2,156573562 155636531
37144092,2,37144092 197436093
10335290,2,10335290 58846742
22316247,2,74673540 22316247
98509440,2,98509440 123529400
186221674,2,186221674 122171767
195108629,2,195108629 195138749
214284252,2,214284252 213415877
5709326,2,16362787 5709326
8819470,2,125292683 8819470
81938640,2,81938640 33262486
47492754,2,47492754 15639540
141731175,2,191452837 141731175
8577069,2,8577069 196600197
124880599,2,120314807 124880599
212778885,2,213746809 212778885
124143391,2,58979293 124143391
197316291,2,97341026 197316291
204739528,2,204739528 119045117
46665433,2,46665433 13943770
152539124,2,21408314 152539124
889604,2,129600368 889604
70437207,2,35850168 70437207
7066845,2,81546984 7066845
27955830,2,27955830 10084999
211057189,2,209853306 211057189
34528236,2,34528236 46587758
12631960,2,12631960 195901585
123897064,2,123897064 128183909
170477484,2,170477484 170609125
119453511,2,122962644 119453511
19915701,2,19915701 38700742
119727791,2,119718132 119727791
151463244,2,151589361 151463244
196748451,2,196748451 197375183
122068907,2,122068907 195285799
73068349,2,23715850 73068349
197334535,2,95254690 197334535
195685206,2,9682288 195685206
125759735,2,125759735 88507751
162379625,2,162379625 165437967
8438437,2,8438437 53447463
38824296,2,38824296 59099146
16997524,2,73055801 16997524
25615978,2,13888961 25615978
77869344,2,77869344 25817532
16980730,2,196647906 16980730
79937998,2,42525105 79937998
197333903,2,95160153 197333903
163665368,2,163665368 162951391
16676006,2,16676006 198158951
198496781,2,198496781 92045487
201753859,2,201753859 144123187
62649751,2,17131045 62649751
158302902,2,153544011 158302902
37528647,2,72357956 37528647
61614499,2,61614499 12642247
44485437,2,44485437 143620166
121940920,2,121940920 122875728
136367695,2,114345573 136367695
189823313,2,189823313 119356197
189797250,2,189797250 21812951
7099855,2,195838643 7099855
191465396,2,191465396 178088445
37455729,2,1078361 37455729
98017132,2,98017132 197398878
13398821,2,54630827 13398821
96920931,2,121323073 96920931
41081489,2,41081489 14468714
198711191,2,108028146 198711191
73012197,2,22080811 73012197
95798715,2,31968371 95798715
25702636,2,25702636 125001909
114711218,2,114711218 208077719
102740645,2,102740645 102115414
204266701,2,210782355 204266701
913876,2,913876 62253655
73009108,2,339195 73009108
44955742,2,44955742 46344343
195108717,2,195108717 195143495
197256145,2,98153297 197256145
133243667,2,133243667 134790861
120198470,2,15745355 120198470
21018424,2,21018424 176765476
8957762,2,208389722 8957762
87512742,2,36839178 87512742
197300656,2,197300656 196753188
183803785,2,186036136 183803785
196969555,2,95392097 196969555
140106936,2,140106936 54283678
187662083,2,187662083 211333046
115971197,2,9805992 115971197
195138241,2,195138241 195111923
35899958,2,178500265 35899958
18807328,2,18807328 73156635
203705465,2,203705465 7505839
22017300,2,22017300 24223406
151923618,2,151923618 201780013
14593498,2,14593498 204028195
25126693,2,25126693 51881342
83721671,2,971288 83721671
126247823,2,4935373 126247823
32962351,2,13695619 32962351
186815234,2,186815234 3296708
202575074,2,124996954 202575074
61246526,2,61246526 13843463
24222724,2,24222724 196594038
195291544,2,195291544 93414157
119521903,2,6018514 119521903
100241597,2,100241597 201828878
380601,2,380601 203135366
114471729,2,2124264 114471729
173185847,2,110314004 173185847
43558785,2,43558785 11727267
20406196,2,196708041 20406196
195344143,2,121552934 195344143
204180202,2,146807738 204180202
139864477,2,106382856 139864477
78503266,2,86701488 78503266
51648135,2,51633291 51648135
8546323,2,208199809 8546323
98406546,2,138319641 98406546
126232439,2,28227189 126232439
118923272,2,118923272 2930437
139214094,2,55840861 139214094
125873454,2,122724203 125873454
37491251,2,37491251 54344013
19770596,2,19770596 47460038
156849271,2,169058001 156849271
196958224,2,196958224 96595221
30986381,2,196604436 30986381
201705096,2,201705096 119234789
31988365,2,111124172 31988365
155383355,2,164480969 155383355
122961174,2,32655571 122961174
29715973,2,35935713 29715973
108248975,2,64314574 108248975
77035046,2,77932696 77035046
201092792,2,201092792 98410215
3128259,2,117813769 3128259
61259397,2,9563709 61259397
118436753,2,118436753 118690004
62800202,2,62800202 17886847
140114577,4,215143469 215121118 140114577 3698058
116765661,2,86700763 116765661
141887270,2,144482548 141887270
19986876,2,19986876 84376318
72254343,2,26835060 72254343
121324848,2,121324848 46110710
189868174,2,154560322 189868174
94979381,2,197006490 94979381
196983934,2,94252113 196983934
72662700,2,72662700 21420686
12027103,2,32411022 12027103
149856041,2,149856041 52155469
202244894,2,202244894 145261103
12573116,2,74662496 12573116
208533534,2,5641676 208533534
103040864,2,103040864 103859023
100147891,2,7936227 100147891
208339135,2,208341873 208339135
167731693,2,156373755 167731693
211081449,2,211081449 203386018
196634813,2,196634813 3456479
43793945,2,5282281 43793945
62573610,2,27894800 62573610
45182040,2,45182040 34439572
198175400,2,198175400 198176738
196875740,2,196875740 196775078
204180624,2,204180624 145968994
197097744,2,197097744 85046843
98069126,2,95883069 98069126
147607653,2,203305872 147607653
109347467,2,109347467 95936175
24890233,2,24890233 79623430
144766380,2,144766380 194036991
7980348,2,7980348 62479901
72674267,2,24994563 72674267
72084501,2,72084501 25841870
198573545,2,198573545 198646786
125741087,2,126084606 125741087
152561889,2,152561889 150754795
10101597,2,10101597 14972893
38845010,2,196797681 38845010
2142262,2,73126829 2142262
165741697,2,165741697 162058690
71983473,2,71983473 78447226
58360066,2,58360066 7927091
150550988,2,166271866 150550988
19719542,2,89007417 19719542
14556189,2,140585107 14556189
35870654,2,35870654 110922879
195487716,3,29741258 199111530 195487716
69986001,2,69986001 15791406
61270691,2,61270691 62697573
110353843,2,110353843 24202612
15360977,2,15360977 18955508
9210589,2,7867595 9210589
155943034,2,155943034 146536570
114733788,2,111716106 114733788
73245102,2,43394882 73245102
197047235,2,36883552 197047235
32861757,2,15880858 32861757
14903438,2,18047981 14903438
119114896,2,119114896 126271890
197657539,2,197657539 40320439
196740828,2,197363161 196740828
60972584,2,60972584 128929063
7195407,2,49335835 7195407
71705242,2,71705242 25875982
205627045,2,52049641 205627045
38987712,2,115953320 38987712
196994569,2,196994569 9971126
5892450,2,90656162 5892450
132404315,2,132404315 55665253
29243683,2,29243683 33755791
189901991,2,122674903 189901991
47110353,2,47110353 43745770
23071903,2,73340821 23071903
6161255,2,6161255 9091487
204788093,2,109295532 204788093
30701900,2,30701900 72177293
199281821,2,199281821 201449271
72921232,2,72921232 72641463
15953895,2,125956384 15953895
39848000,2,39848000 42836363
197036102,2,197036102 196695103
197074335,2,97501459 197074335
35053844,2,21522224 35053844
12161779,2,12161779 71363341
59493067,2,54775105 59493067
119386612,2,119386612 7372453
195151550,2,195100701 195151550
46630448,2,46630448 79864551
53084711,2,53084715 53084711
46322327,2,39068476 46322327
27628701,2,196730018 27628701
70905906,2,70905906 39766039
13263783,2,62421729 13263783
73490107,2,73490107 208956004
35452963,2,78114107 35452963
2217266,2,86206402 2217266
143518688,2,143518688 195031844
22037169,2,91134624 22037169
5096169,2,5096169 80161455
195842475,2,55073227 195842475
22068882,2,22068882 72453829
189764931,2,189764931 118103093
207953658,2,201983320 207953658
3419806,2,90889261 3419806
197501247,2,119222605 197501247
189940874,2,189940874 144279703
49411467,2,49411467 80660444
85844392,2,85844392 31668450
19775920,2,19775920 61926964
119926182,2,121271728 119926182
122202037,2,117816723 122202037
167713460,2,167713460 157071998
8532964,2,8532964 109703247
195861453,2,41258868 195861453
31754639,2,1708699 31754639
45137908,2,143632706 45137908
134411057,2,134411057 133844023
25358077,2,24381893 25358077
73407859,2,46275115 73407859
196882227,2,196794880 196882227
54565708,2,54565708 7543653
62602376,2,62602376 11421324
208187365,2,208187365 30950031
19372636,2,19372636 47543765
44585272,2,44585272 209147903
196641523,2,3736913 196641523
97343180,2,97343180 100828758
73250949,2,77319032 73250949
137308335,2,25886218 137308335
100492202,4,100227992 139852132 100492202 139528509
189836151,2,94832002 189836151
196024212,2,3752026 196024212
208484383,2,214338008 208484383
94491314,2,94491314 101609973
137575640,2,137575640 173187350
54333321,2,54333321 30361292
61568769,2,61568769 204192314
137231850,2,137231850 122797973
196854430,2,98262635 196854430
5014892,2,54598961 5014892
155373550,2,7912645 155373550
208925645,2,208925645 122555998
1541872,2,1541872 9881280
41879217,2,41879217 122788407
74401083,2,74401083 6132230
213252244,2,213003907 213252244
153869592,2,153869592 14765343
71484007,2,79184534 71484007
94979781,2,196897049 94979781
8005478,2,54600125 8005478
114296134,2,114351948 114296134
163244383,2,157405905 163244383
199087964,2,199087964 122625767
137475710,2,189763914 137475710
40232233,2,40232233 33897975
85107936,2,85107936 86265451
9116790,2,78619898 9116790
214068587,2,214068587 209961599
72065684,2,72065684 594046
9102779,2,201882514 9102779
70502305,2,70502305 116388835
55613232,2,55613232 16663047
40124028,2,72366091 40124028
202574740,2,202574740 119382045
131120532,2,131120532 198124853
15429095,2,122733142 15429095
124449527,2,123129187 124449527
94325935,2,100034764 94325935
25255156,2,37567097 25255156
23063928,2,23063928 88232473
133403857,2,128752056 133403857
195710408,2,195710408 10011174
30688287,2,743786 30688287
196771359,2,197335275 196771359
162801033,2,162801033 163383299
2969615,2,209575638 2969615
20266266,2,123999466 20266266
13646844,2,13646844 31131324
31159327,2,195860512 31159327
80247652,2,71424931 80247652
196540418,2,196540418 40719724
14595337,2,14595337 118899698
14873288,2,14873288 62596081
34616896,2,34616896 12360421
16417911,2,45975827 16417911
196974621,2,19751461 196974621
25645258,2,196606370 25645258
39171039,2,198289710 39171039
21958943,2,196380591 21958943
7825744,2,7825744 76486367
196725751,2,197210645 196725751
80438178,2,80438178 80609660
37048322,2,7211144 37048322
54265753,2,54265753 79760981
79720660,2,79720660 35047702
71947139,2,71947139 28865196
143220530,2,143220530 42466012
31925445,2,15889777 31925445
123121443,2,123121443 7623315
121028954,2,189887393 121028954
141522666,2,211192546 141522666
84540946,2,84540946 40050239
196643704,2,196643704 58574733
186748765,2,163906658 186748765
204927700,2,204927700 18655941
83487554,2,83487554 7171759
46577726,2,39892684 46577726
195134941,2,195279922 195134941
22517531,2,198211395 22517531
158259246,2,155446462 158259246
115336178,2,116105104 115336178
208146071,2,6568510 208146071
21727714,2,196638704 21727714
164422169,2,164444928 164422169
142589335,2,142589335 152280943
86632942,2,26782370 86632942
196890565,2,135950842 196890565
10544036,2,79889856 10544036
43640260,2,6834284 43640260
10546511,2,208306110 10546511
195941062,3,29741258 12622032 195941062
192100874,2,193989617 192100874
60062878,2,60425470 60062878
202185776,2,202185776 134693245
22603112,2,22603112 149636822
196746507,2,196746507 196867325
76808778,2,41510370 76808778
21154082,2,21154082 37597971
45218508,2,45218508 28448877
27099481,2,27099481 1417511
1778246,2,61283013 1778246
134209947,2,134209947 135436934
19137743,2,90884515 19137743
96788293,2,189787144 96788293
34374460,2,2325156 34374460
41716903,2,41716903 130752863
173187980,2,123392306 173187980
128347688,2,128347688 147545269
197363287,2,21429269 197363287
196733159,2,40720427 196733159
195160195,2,195160195 195097956
12988232,2,12988232 77148584
28398455,2,28905704 28398455
149806544,2,149806544 210644843
4231002,2,54561369 4231002
52961999,2,52961999 52051519
1996555,2,1996555 72692255
3550955,2,3550955 52797998
138770675,2,138770675 138183527
196585367,2,36467648 196585367
119376725,2,119376725 123127647
80535582,2,91872035 80535582
36179213,2,73001092 36179213
34469021,2,36846226 34469021
2825689,2,2825689 13420818
56174065,2,56174065 147704444
2429318,2,43194298 2429318
158293619,2,158293619 199060647
196719620,2,196719620 197276782
5599809,2,5599809 196965013
78967843,2,37992360 78967843
89978519,2,24315570 89978519
35485490,2,97327145 35485490
97163177,2,97163177 197066226
61361299,2,8664392 61361299
146467590,2,214652845 146467590
54361505,2,54361505 54239453
42906638,2,157999901 42906638
103520012,2,103520012 94775815
195300020,2,195280250 195300020
196724385,2,196724385 197256100
102562094,2,103809458 102562094
44262195,2,44262195 16065852
196776601,2,196776601 197325437
37582200,2,37582200 85429736
198779617,2,198779617 17663522
3142099,2,197192536 3142099
203291978,2,203291978 201489355
39546104,2,39546104 84981091
14160618,2,122550728 14160618
139948853,2,139948853 111513254
10278369,2,10278369 38250287
203721189,2,23734601 203721189
44708574,2,44708574 211374135
122621950,2,122621950 189789623
144643742,2,150073101 144643742
10536021,2,72292185 10536021
46861459,2,46861459 93082998
25727912,2,25727912 196374458
35939629,2,35939629 77988487
135672957,2,62569875 135672957
162205052,2,162205052 163534542
94031642,2,94031642 103677268
64856806,2,196769597 64856806
72885396,2,72885396 79944677
195351870,2,9015686 195351870
195186839,2,85451358 195186839
13137718,2,13137718 214764446
71671436,2,71671436 24413652
34495437,2,196416588 34495437
32911302,2,31966283 32911302
8972171,2,4400458 8972171
191865964,2,192942585 191865964
164835165,2,207888314 164835165
84411664,2,84411664 11040403
62731383,2,2366172 62731383
13208171,2,13208171 197301828
28320206,2,9548022 28320206
49387365,2,210994912 49387365
10780678,2,10780678 196614863
62930514,2,62930514 208021862
43859071,2,146132081 43859071
145101146,2,145101146 54248823
96141619,2,96141619 196747838
145008606,2,72544149 145008606
15767336,2,15767336 36187047
202762927,2,208171648 202762927
25765385,2,25765385 2814349
77927539,2,77927539 44369719
68844767,2,36980082 68844767
72280171,2,202575249 72280171
37094800,2,37094800 10652619
197069593,2,197069593 7221669
150184625,2,150184625 158828003
198013193,2,30532128 198013193
150400971,2,152695587 150400971
33487129,2,33487129 28793286
35346380,7,208785677 208789136 215676017 215714642 215655311 208241 35346380
13215167,2,95831170 13215167
196632215,2,49194190 196632215
147912936,2,147912936 11246357
51662785,2,51662785 51654058
132405985,2,40528576 132405985
12991275,2,12991275 24430691
98224967,2,119782890 98224967
12689790,2,12689790 61729975
43264302,2,84751641 43264302
113664783,2,41201362 113664783
197021241,2,197021241 97356021
85258742,2,85258742 23768559
54228953,2,54228953 54301151
78694970,2,78694970 15514166
156471841,2,157268193 156471841
25322112,2,25322112 72981197
213393678,2,208522891 213393678
196983309,2,196983309 196787677
117651728,2,117651728 125304562
143424198,2,19242661 143424198
138871584,2,138871584 138829938
73127271,2,80386410 73127271
45718211,2,120146608 45718211
56129025,2,56129025 201656011
31679751,2,73216132 31679751
7756273,2,7756273 85008852
8829355,2,52879186 8829355
51984917,2,126238945 51984917
139206012,2,139206012 3780231
53436714,2,53436714 59527100
71284953,2,71284953 30485789
119441762,2,121834858 119441762
198153982,2,33599448 198153982
35076521,2,35076521 13103693
8648982,2,8648982 70832255
102016769,2,102016769 197091549
196587861,2,196587861 7481182
98068684,2,7065491 98068684
153221877,2,153221877 150809918
25780849,2,25780849 208044461
210178567,2,214017815 210178567
157990257,2,157990257 168278462
5258087,2,30191766 5258087
51630930,2,51654865 51630930
9616192,2,9616192 18112747
96907130,2,96907130 197317971
125456905,2,125456905 32979851
93409799,2,204161207 93409799
155022757,2,157294603 155022757
53341942,2,195291961 53341942
62164241,2,62164241 11547522
31199815,2,81730459 31199815
163271370,2,163271370 163763807
136086438,2,13375544 136086438
111370903,2,111252630 111370903
202822892,2,209241370 202822892
201759818,2,201759818 143214819
46690788,2,3261755 46690788
72655217,2,19247768 72655217
126177511,2,120780188 126177511
114136279,2,109796479 114136279
19621700,2,85291169 19621700
43287547,2,111153 43287547
104402127,2,46829787 104402127
124197945,2,124197945 123366214
209913484,2,110384881 209913484
186134388,2,80572072 186134388
97093035,2,97093035 30251517
10964894,2,80920084 10964894
96058524,2,96058524 197205076
154709898,2,154709898 158149263
196830248,2,196830248 197368583
138302604,2,138302604 120995318
196490606,2,21734976 196490606
40608577,2,40608577 74308201
7187815,2,120440742 7187815
197269061,2,197269061 196707399
108473711,2,86433033 108473711
201652466,2,97174714 201652466
41817000,2,41817000 46491685
165283707,2,165283707 199061815
19389742,2,19389742 145325831
20633488,2,20633488 54562066
29419290,2,29419290 35429190
197031427,2,197031427 196796975
196931923,2,196931923 196820253
150409838,2,156272752 150409838
72868755,2,72868755 25226117
108190914,2,108190914 188005363
129837586,2,129837586 201243279
16481506,2,16481506 4594971
27369428,2,27369428 955501
23915092,2,29524088 23915092
37081855,2,72150509 37081855
30386821,2,30386821 36807574
32805125,2,1308544 32805125
7826299,2,54583904 7826299
75259830,2,20215452 75259830
138220584,2,138220584 136678151
104242838,7,208785677 208789136 215676017 215714642 215655311 104242838 139206647
165173682,2,165328201 165173682
96239159,2,197290209 96239159
94380558,2,94652354 94380558
5806375,2,486946 5806375
41077089,2,35242080 41077089
21513985,2,21513985 45381886
95195488,2,95195488 196907569
197060710,2,97328900 197060710
196362967,2,26956091 196362967
196986641,2,196986641 196770733
56470859,2,196821529 56470859
211194487,2,97237808 211194487
110609242,2,110609242 195862735
197121490,2,197121490 196745637
90496747,2,90496747 2309703
197314910,2,196818613 197314910
196829535,2,196879481 196829535
97965790,2,102514180 97965790
199469717,2,199469717 156690367
164056581,2,163747986 164056581
60632030,2,14992339 60632030
32256974,2,37150235 32256974
8072924,2,57163073 8072924
26212775,2,195226594 26212775
111090197,2,111090197 4854759
117948435,2,189822682 117948435
84513002,2,84513002 6570245
27073542,2,13104758 27073542
69754046,2,8091731 69754046
52826924,2,3955930 52826924
124421127,2,117863537 124421127
124450165,2,121802698 124450165
142092213,2,65309410 142092213
46050730,2,24121320 46050730
15002119,2,208010952 15002119
122298748,2,18876720 122298748
137804879,2,137804879 94530695
1338579,2,1338579 54596487
81187427,2,46810273 81187427
189258186,2,189258186 202163803
20371918,2,20371918 10535087
154455118,2,153927354 154455118
76046468,2,76046468 58802166
163330675,2,163330675 127690300
198455382,2,198455382 54663415
204247691,2,135043051 204247691
85129935,2,83728090 85129935
71385773,3,211192546 71385773 58383094
21317631,2,38834587 21317631
110501169,2,110501169 51755276
196531602,2,196531602 29285410
53309361,2,53309361 119371898
110743010,2,110743010 109134622
197191915,2,9107394 197191915
156701660,2,156701660 155740694
202148139,2,146002426 202148139
54429755,2,54429755 32384358
122030049,2,122030049 12862962
157263714,2,147417624 157263714
136279430,2,9040237 136279430
191178798,2,191178798 119696654
53950546,2,53950546 46965511
201362483,2,210310592 201362483
208865457,2,208865457 29558221
153101311,2,158664588 153101311
19436064,2,19436064 208800323
195332697,2,195332697 147899955
72947200,2,72947200 147124100
202269419,2,202269419 154939261
119267640,2,119267640 123724253
90019677,2,159040105 90019677
20176029,2,33112178 20176029
43756582,2,118267574 43756582
14043913,2,14043913 46351762
4914232,2,4914232 4926238
503318,2,25996581 503318
6383021,2,70709616 6383021
5349906,2,5349906 72629254
203090123,2,203090123 203023292
208259390,2,9218912 208259390
197826082,2,197826082 157109205
27306528,2,27306528 41490852
199001355,2,20991299 199001355
73332021,2,39336220 73332021
201765637,2,201765637 49347341
97062175,2,101069360 97062175
53277166,2,54274148 53277166
46183638,2,46183638 29592150
195056468,2,195056468 191482269
45610760,2,45610760 89505338
110519730,2,110519730 110704187
116691435,2,10716696 116691435
95788672,2,95788672 197317056
14881759,2,17080459 14881759
4216238,2,54524816 4216238
27328005,2,27328005 34664789
131436231,2,131436231 126585311
118133650,2,118133650 189821196
21470014,2,144808945 21470014
61077263,2,5885549 61077263
129412108,2,129412108 126414118
19834535,2,6202670 19834535
196983075,2,196983075 196818167
79078429,2,78231546 79078429
92248594,2,92248594 136579883
54036690,2,54036690 91677581
110420338,2,110420338 31907723
36697361,2,46837352 36697361
11290559,2,32780080 11290559
97944574,2,95692333 97944574
196544650,2,196544650 209255103
201700720,2,201700720 201127189
145523007,2,144227182 145523007
81849570,2,81849570 208321462
110691079,2,109194534 110691079
26261738,2,26261738 13429075
28980741,2,28980741 71329341
35562488,2,35562488 6087506
89935436,2,90390860 89935436
116304695,2,116304695 21515199
6486730,2,6486730 23029346
57559008,2,57559008 122449913
198748174,2,13068418 198748174
32357185,2,29425896 32357185
197310079,2,96618576 197310079
85161404,2,158978787 85161404
162477473,2,162477473 27579719
54489402,2,54489402 3251211
45622224,2,45622224 121945991
34366294,2,29355493 34366294
34549697,2,34549697 6902908
147310111,2,145669325 147310111
125230521,2,125230521 55894363
40368256,2,84971360 40368256
2935676,2,2935676 31922988
89157495,2,20672984 89157495
36039975,2,196392630 36039975
17961896,2,17961896 7397588
196878945,2,196878945 95936030
189878262,2,189878262 121027311
121935084,2,121935084 121972614
97985519,2,38578959 97985519
61164470,2,61164470 35191343
95888745,2,95888745 197265569
110337055,2,123614268 110337055
52818338,2,52818338 1578374
196865983,2,98772141 196865983
203095669,2,165000461 203095669
195090298,2,195090298 207365157
5755675,2,5755675 62710171
96657422,2,93699320 96657422
52922241,2,52922241 81731218
93526127,2,197289064 93526127
25784222,2,7947274 25784222
96781520,2,96781520 98707491
56062741,2,56062741 79445167
16046955,2,16046955 195840204
209352317,2,211135717 209352317
54474196,2,54474196 91044623
55975183,2,197366113 55975183
205011669,2,90351568 205011669
53245318,2,15516787 53245318
47561725,2,47561725 22735486
37624858,2,37624858 203724403
82873780,2,83099193 82873780
200305992,2,200305992 200792994
189848061,2,122862117 189848061
27355535,2,45963569 27355535
57680704,2,57680704 65370074
47509037,2,70738364 47509037
116661986,2,116661986 80951007
3856836,2,196645993 3856836
196889648,2,196889648 97109305
197330777,2,197330777 95431854
11722550,2,82041772 11722550
19914984,2,19914984 196382717
119162756,2,199677099 119162756
202011147,2,202025848 202011147
126354575,2,17859387 126354575
116384293,2,116384293 115866847
166147446,2,162304389 166147446
196979488,2,196979488 97348819
81722831,2,81192326 81722831
125554012,2,125554012 119528519
15803849,2,15803849 14604749
165630,2,122487824 165630
13206310,2,93669848 13206310
196883028,2,196785097 196883028
178351984,2,131422904 178351984
118230085,2,138624056 118230085
62187575,2,21244902 62187575
122593263,2,189885279 122593263
37061885,2,33484857 37061885
188863489,2,163969945 188863489
198706794,2,198706794 167578091
196967578,2,196967578 196791502
131052650,2,112844457 131052650
196738772,2,196738772 197126972
43685966,2,43685966 45340430
121075277,2,121075277 123666351
207947858,2,207947858 207990475
80092869,2,78880212 80092869
6498868,2,6498868 46019910
73464572,2,73464572 163166725
12891080,2,12891080 195915364
3098440,2,3098440 52147165
123179456,2,123179456 7060540
24081050,2,12685000 24081050
97735335,2,104330763 97735335
202744624,2,202744624 201195794
85979188,2,86053016 85979188
120670069,2,126023060 120670069
72100228,2,29215843 72100228
167921602,2,167921602 204480334
23015463,2,19925024 23015463
107184886,2,109310009 107184886
171469763,2,171469763 189765967
210661404,2,210661404 155036982
139473533,2,109482836 139473533
10022870,2,47400547 10022870
122928062,2,45418140 122928062
196379063,2,46759440 196379063
149871088,2,149871088 73460572
